Instance ID,Skeletal code,Co-authors associated with analyzing this sample,Skeletal element,"Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r:5; Atmospheric data from Reimer et al (2020)","Date mean in BP [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]","Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform disribution between the two bounds for a contextual date]","Full Date: One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990�40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE",Confidence of archaeological and chronological contextualization for the genetic data for this individual,"Group ID (the suffix ""_lc"" indicates fewer than 15000 SNPs covered on the 1240k target set)",Included in population genetic analysis (also indicated if included in Figure 3),Locality,Excavation reference if available,Country or Region,Latitude,Longitude,Data type,Number of Libraries,Average coverage on autosomal targets,SNPs hit on autosomal targets,Genetic Sex,Family ID and position within family,Sum total of ROH segments >4cM from hapROH,Sum total of ROH segments >20cM from hapROH,Y chromosome haplogroup (called only for males with 1240K data and only if >50000 autosomal SNPs hit), mtDNA coverage ,mtDNA haplogroup only called if >2x coverage,mtDNA match to consensus if >2x coverage,Damage rate in first nucleotide on sequences overlapping 1240k targets for samples processed at Harvard; C->T_CpG_5 for samples processed in China,Xcontam ANGSD SNPs (only if male),Xcontam ANGSD MOM 95% CI truncated at 0 (only if male and  SNPs > 200),ContamLD contamination 95% CI (Ccorrecting bias with damage-restricted sequences and only reported for samples covered by at least 100000 autosomal SNPs),Library type,LibraryID(s), Percent human sequences by library (computed on shotgun data) ,Qualitative assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I6225,"AT_100, Grave #33, Burial 3, MONU_100, Grave #33, Burial 3","Pinhasi, Ron; Cheronet, Olivia; Sirak, Kendra;  Dashtseveg, Tumen",petrous (CBD),"Context: This range is based on other dates from the same cultural context and a brother I6224 from the same genetic cluster. We ignore the direct date of 1303-1401 calCE (605�20 BP, PSUAMS-7269) calibrated as IntCal20 on a post-cranial element for this individual because it mismatches the archaeological chronology as well as the genetic data (which match the larger cluster). The post-cranial was sampled from a box separate from the petrous bone analyzed for ancient DNA, which in the context of the mismatch with the genetic and archaeological context makes it plausible that the post-cranial element is not from the individual analyzed for DNA.",2225,72,400-150 BCE,"Minor warning - The genetic data are from cranial base drilling in 2016, while the 14C date of 1303-1401 calCE (605�20 BP, PSUAMS-7269) is from a post-cranial vertebral element sampled in 2019 from a box different from the cranium, raising the possibility of sample mixup. Genetically, the individual matches to the Mongolia_EIA_4_Sagly cluster including 14 directly dated individuals, and he is a brother of I6224 who is directly dated to the Sagly culture period of 500-200 BCE. Archaeologically this individual is also assigned to the Sagly cultural context. Based on this strong genetic and archaeological evidence, we ignore the direct 14C date for the post-cranial element (assuming it is due to a sample mixup) and assign the chronology based on his brother.",Mongolia_EIA_Sagly_4_brother_I6225,No (first degree relative of another higher coverage individual in the dataset),"Uvs aimag, Ulaangom sum, Chandman Uul ????????? ??? (Ulaangom  ???????? cemetery) Grave #33, Burial 5","Excavations: Volkov V., Ser-Odzhav N. 1972-1974 Publication: Novgorodova et al. 1982",Mongolia,49.96,92.05,1240K capture,1,0.515,421810,M,"Mongolia, Uvs aimag, Ulaangom sum, Chandman Uul, Ulaangom cemetery Family A (2 members) (I6224 and I6225 are siblings)",0,0,R1a1a1-CTS4259, 112 ,T2b34,"[0.983,0.992]",0.047,277,"[0.009,0.059]","[0,0.094]",ds.UDG.half,S6225.E1.L1, 0.0348 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I6224,"AT_98, Grave #33, Burial 3, MONU_98, Grave #33, Burial 3","Pinhasi, Ron; Cheronet, Olivia; Sirak, Kendra;  Dashtseveg, Tumen",petrous (CBD),Direct: IntCal20,2225,50,"370-197 calBCE (2210�20 BP, PSUAMS-7268)","Confident - The genetic data are from cranial base drilling in 2016 and the 14C date is from a post-cranial element from a different box sampled in 2019. However, the direct 14C date and archaeological context (Sagly culture) match up, and the genetic patterns put this individual into a group from the same archaeological context of whom are directly dated to a consistent period, and so we view this date as reliable.",Mongolia_EIA_Sagly_4A,Yes and plotted in Figure 3,"Uvs aimag, Ulaangom sum, Chandman Uul ????????? ??? (Ulaangom  ???????? cemetery) Grave #33, Burial 3","Excavations: Volkov V., Ser-Odzhav N. 1972-1974 Publication: Novgorodova et al. 1982",Mongolia,49.96,92.05,1240K capture,1,3.154,824255,M,"Mongolia, Uvs aimag, Ulaangom sum, Chandman Uul, Ulaangom cemetery Family A (2 members) (I6224 and I6225 are siblings)",0,0,R1a1a1b2a2-Z2121, 349 ,T2b34,"[0.992,0.998]",0.049,1411,"[0.004,0.016]","[0,0.023]",ds.UDG.half,S6224.E1.L1, 0.3237 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I6232,"AT_137, Grave #48, Burial 6, MONU_137, Grave #48, Burial 6","Pinhasi, Ron; Cheronet, Olivia; Sirak, Kendra;  Dashtseveg, Tumen",petrous (CBD),Direct: IntCal20,2239,56,"387-208 calBCE (2245�20 BP, PSUAMS-7271)","Confident - The genetic data are from cranial base drilling in 2016 and the 14C date is from a post-cranial element from a different box sampled in 2019. However, the direct 14C date and archaeological context (Sagly culture) match up, and the genetic patterns put this individual into a group from the same archaeological context of whom are directly dated to a consistent period, and so we view this date as reliable.",Mongolia_EIA_Sagly_4E,Yes and plotted in Figure 3,"Uvs aimag, Ulaangom sum, Chandman Uul ????????? ??? (Ulaangom  ???????? cemetery)  Grave #48, Burial 6","Excavations: Volkov V., Ser-Odzhav N. 1972-1974 Publication: Novgorodova et al. 1982",Mongolia,49.96,92.05,1240K capture,1,4.405,825589,M,"Mongolia, Uvs aimag, Ulaangom sum, Chandman Uul, Ulaangom cemetery Family B (2 members) (I6231 and I6232 are 2nd or 3rd degree relatives)",6,0,Q1b1a3a1-L332, 695 ,U4b1a1a1,"[0.993,0.999]",0.052,1091,"[0.001,0.011]","[0,0.019]",ds.UDG.half,S6232.E1.L1, 0.7425 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I6231,"AT_128, Grave #47, Burial 3, MONU_128, Grave #47, Burial 3","Pinhasi, Ron; Cheronet, Olivia; Sirak, Kendra;  Dashtseveg, Tumen",petrous (CBD),Direct: IntCal20,2218,64,"357-167 calBCE (2180�20 BP, PSUAMS-7397)","Confident - The genetic data are from cranial base drilling in 2016 and the 14C date is from a post-cranial element from a different box sampled in 2019. The genetic patterns are very similar to individuals from the same archaeological context who are directly dated to a consistent period associated with the Sagly culture, and this individual is genetically a 2nd to 3rd degree relative of individual I6232 with a directly date consistent with the Sagly culture, and so we view this date as reliable.",Mongolia_EIA_Sagly_4,"No (the upper bound of the match rate to the mtDNA consensus is <0.98 [0.966,0.978] and we are not certain the sample is uncontaminated from other metrics which allow >0.02 contamination with the X chromosome estimate at [0.007,0.046] and the contamLD estimate after damage correction at [0,0.034])","Uvs aimag, Ulaangom sum, Chandman Uul ????????? ??? (Ulaangom  ???????? cemetery) Grave #47, Burial 3","Excavations: Volkov V., Ser-Odzhav N. 1972-1974 Publication: Novgorodova et al. 1982",Mongolia,49.96,92.05,1240K capture,1,0.78,539974,M,"Mongolia, Uvs aimag, Ulaangom sum, Chandman Uul, Ulaangom cemetery Family B (2 members) (I6231 and I6232 are 2nd or 3rd degree relatives)",13,0,Q1b1a3a1-L332, 119 ,F1b1b,"[0.966,0.978]",0.099,346,"[0.007,0.046]","[0,0.034]",ds.UDG.half,S6231.E1.L1, 0.0444 ,"QUESTIONABLE (the upper bound of the match rate to the mtDNA consensus is <0.98 [0.966,0.978] and we are not certain the sample is uncontaminated from other metrics which allow >0.02 contamination with the X chromosome estimate at [0.007,0.046] and the contamLD estimate after damage correction at [0,0.034])",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I12970,"AT_208, 699","Pinhasi, Ron; Cheronet, Olivia; Sirak, Kendra;  Dashtseveg, Tumen",petrous,Direct: IntCal20,2286,60,"399-231 calBCE (2280�20 BP, UCIAMS-226546, PSUG-5461)",Confident - The genetic data and direct 14C date are from the same exported petrous bone; the direct date and archaeological context (Sagly culture) match up; the genetic pattern puts this individual into a group from the same archaeological context all of whom are directly dated to a consistent period; and this individual is genetically detected as 1st or 2nd degree relative of another individual from a Sagly cultural context (I7028) with a consistent radiocarbon date.,Mongolia_EIA_Sagly_4A,Yes and plotted in Figure 3,"Uvs aimag, Ulaangom sum, Chandman Uul ????????? ??? (Ulaangom  ???????? cemetery) Grave #48 burial 7","Excavations: Volkov V., Ser-Odzhav N. 1972-1974 Publication: Novgorodova et al. 1982",Mongolia,49.96,92.05,1240K capture,1,4.377206,850387,M,"Mongolia, Uvs aimag, Ulaangom sum, Chandman Uul, Ulaangom cemetery Family C (2 members) (I12970 and I7028 are 1st or 2nd degree relatives)",0,0,Q1b1a3a1-L332, 511 ,A8a,"[0.983,0.998]",0.057,6359,"[0.002,0.005]","[0,0.013]",ds.UDG.half,S12970.Y1.E1.L1, 0.6600 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I7028,"AT_123, Grave #46, Burial 1, MONU_123, Grave #46, Burial 1","Pinhasi, Ron; Cheronet, Olivia; Sirak, Kendra;  Dashtseveg, Tumen",petrous,Direct: IntCal20,2232,53,"382-206 calBCE (2235�20 BP, PSUAMS-4597)",Confident - The genetic data and direct 14C date are from the same exported petrous bone; the direct date and archaeological context (Sagly culture) match up; the genetic pattern puts this individual into a group from the same archaeological context all of whom are directly dated to a consistent period; and this individual is genetically detected as 1st or 2nd degree relative of another individual from a Sagly cultural context (I12970) with a consistent radiocarbon date.,Mongolia_EIA_4_Sagly_1or2d.rel.I12970,"No (the upper bound of the mtDNA contamination estimate is <0.98 [0.914,0.952], and possibly a first degree relative of another higher coverage individual in the dataset)","Uvs aimag, Ulaangom sum, Chandman Uul ????????? ??? (Ulaangom  ???????? cemetery) Grave #46, burial 1","Excavations: Volkov V., Ser-Odzhav N. 1972-1974 Publication: Novgorodova et al. 1982",Mongolia,49.96,92.05,1240K capture,1,0.029158,33799,F,"Mongolia, Uvs aimag, Ulaangom sum, Chandman Uul, Ulaangom cemetery Family C (2 members) (I12970 and I7028 are 1st or 2nd degree relatives)",n/a (too few SNPs),n/a (too few SNPs),n/a (female), 7.7 ,H2a2a,"[0.914,0.952]",0.064,n/a (female),n/a (female),n/a (<100000 SNPs covered so too low coverage to compute),ds.UDG.half,S7028.E1.L1, 0.0046 ,"QUESTIONABLE (upper bound of the mtDNA contamination estimate is <0.98 [0.914,0.952] although this is a petrous bone and mtDNA-to-nuclear sequence ratios tend to be low in petrous so this may not be as problematic as it seems; nevertheless, we conservatively do not include the sample in our main analyses)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I7029,"AT_141, Grave #53, Burial 2, MONU_141, Grave #53, Burial 2","Pinhasi, Ron; Cheronet, Olivia; Sirak, Kendra;  Dashtseveg, Tumen",petrous,Direct: IntCal20; R_combine,2225,59,"356-172 calBCE (2186�16 BP) [R_combine: (2155�20 BP, PSUAMS-3877); (2231�24 BP, MAMS-41123)]",Confident - The genetic data and PSUAMS direct 14C date are from the same exported petrous bone; the two direct dates are consistent; the direct date and archaeological context (Sagly culture) match up; and the genetic pattern puts this individual into a group from the same archaeological context all of whom are directly dated to a consistent period.,Mongolia_EIA_Sagly_4A,Yes and plotted in Figure 3,"Uvs aimag, Ulaangom sum, Chandman Uul ????????? ??? (Ulaangom  ???????? cemetery)  Grave #53, burial 2","Excavations: Volkov V., Ser-Odzhav N. 1972-1974 Publication: Novgorodova et al. 1982",Mongolia,49.96,92.05,1240K capture,1,1.877159,747058,M,"Mongolia, Uvs aimag, Ulaangom sum, Chandman Uul, Ulaangom cemetery Family D (I7029 and I6230 are father and son)",6,0,Q1b1a3a1-BZ433, 123 ,U4a1,"[0.979,0.990]",0.076,2938,"[0.000,0.006]","[0,0.018]",ds.UDG.half,S7029.E1.L1, 0.0923 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I6230,"AT_127, Grave #47, Burial 2, MONU_127, Grave #47, Burial 2","Pinhasi, Ron; Cheronet, Olivia; Sirak, Kendra;  Dashtseveg, Tumen",petrous (CBD),Direct: IntCal20,2131,75,"346-57 calBCE (2140�20 BP, PSUAMS-7396)","Confident - The genetic data are from cranial base drilling in 2016 and the 14C date is from a post-cranial element from a different box sampled in 2019. The genetic patterns are very similar to individuals from the same archaeological context who are directly dated to a consistent period associated with the Sagly culture, and this individual is genetically a father or son of I7029 with a directly date consistent with the Sagly culture, and so we view this date as reliable.",Mongolia_EIA_Sagly_4,"No (the lower bound of the X chromosome contamination rate is >0.01 [0.013,0.030] and we are not certain the sample is uncontaminated from other metrics which allow up to 4.5% contamation in contamLD after damage correction [0.01,0.045]; while the mtDNA contamination estimate is unconcerning the direct estimates on nuclear data are more relevant to nuclear analysis)","Uvs aimag, Ulaangom sum, Chandman Uul ????????? ??? (Ulaangom  ???????? cemetery) Grave #47, Burial 2","Excavations: Volkov V., Ser-Odzhav N. 1972-1974 Publication: Novgorodova et al. 1982",Mongolia,49.96,92.05,1240K capture,1,2.64,800471,M,"Mongolia, Uvs aimag, Ulaangom sum, Chandman Uul, Ulaangom cemetery Family D (I7029 and I6230 are father and son)",16,0,Q1b1a3a1-L332, 299 ,U2e1h,"[0.975,0.986]",0.059,1403,"[0.013,0.030]","[0.001,0.045]",ds.UDG.half,S6230.E1.L1, 0.2814 ,"QUESTIONABLE (the lower bound of the X chromosome contamination rate is >0.01 [0.013,0.030] and we are not certain the sample is uncontaminated from other metrics which allow up to 4.5% contamation in contamLD after damage correction [0.01,0.045];  the mtDNA contamination estimate at [0.975,0.986] also suggests a little contamination)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I13179,"1-116, 886","Pinhasi, Ron; Cheronet, Olivia; Sirak, Kendra;  Tumen, Dashtseveg; Mijiddorj, Enkhbayar; Iderkhangai, Tumur-Ochir ",petrous,Direct: IntCal20; R_combine,7515,37,"5623-5483 calBCE (6629�25 BP) [R_combine: (6565�30 BP, UCIAMS-226532, PSUG-5435); (6739�40 BP, AA-107617)]","Confident - The genetic data and direct 14C date are from the same exported petrous bone; the direct date and archaeological context (Mongolia North Neolithic) match up, and the genetic patterns place this individual into a group of directly dated individuals from the same archaeological context all of whom are directly dated to a consistent period.",Mongolia_North_N,Yes and plotted in Figure 3,"Bulgan, Khutag undur sum, Kharuulyn gozgor ???????? ??????, tomb 1-116","Excavations: Iderkhangai T., Erdenebaatar D. 2015 Publication: ?????????? et al. 2016",Mongolia,49.39,102.7,1240K capture,1,2.342047,774348,F,n/a (no relatives detected),137,87,n/a (female), 305 ,C4a1a3,"[0.988,0.998]",0.106,n/a (female),n/a (female),"[0,0.007]",ds.UDG.half,S13179.Y1.E1.L1, 0.0380 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I13698,N1+N2; Marzyn Khutul; kurgan No.1-055-1(2+3),"Tishkin, Alexey; Iderkhangai, Tumur-Ochir ",tooth; petrous,Direct: IntCal20,7504,40,"5621-5482 calBCE (6615�25 BP, PSUAMS-8435)","Confident - The direct date and archaeological context (Mongolia North Neolithic) match up, and the genetic patterns place this individual into a group of directly dated individuals from the same archaeological context all of whom are directly dated to a consistent period.",Mongolia_North_N,Yes and plotted in Figure 3,"Bulgan, Khutag-Undur sum, Egiin-gol river valley, Marzyn Khutul ?????? ?????, tomb 1-055-1, sceleton 2","Excavations: Iderkhangai T., Erdenebaatar D. 2015 Publication: ?????????? et al. 2016",Mongolia,49.53469,103.2825,1240K capture,2,8.598225,924341,M,n/a (no relatives detected),57,0,C2a1a1-Z18161, 614 ,F1b1+@152,"[0.983,0.998]",0.125,8760,"[0.003,0.006]","[0,0.006]","ds.UDG.half,ds.UDG.half","S13698.E1.L1,S13999.Y1.E1.L1"," 0.23971,0.45321 ",PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I14000,N6; Kharuulyn Gozgor; kurgan No.1-117-1(3),"Tishkin, Alexey; Iderkhangai, Tumur-Ochir ",petrous,Direct: IntCal20,7480,47,"5622-5418 calBCE (6571�47 BP, COL3897.1.1)","Confident - The genetic data and direct 14C date are from the same exported petrous bone; the direct date and archaeological context (Mongolia North Neolithic) match up, and the genetic patterns place this individual into a group of directly dated individuals from the same archaeological context all of whom are directly dated to a consistent period.",Mongolia_North_N,Yes and plotted in Figure 3,"Bulgan, Khutag-Undur sum, Egiin-gol river valley, Kharuulyn gozgor ???????? ??????, tomb 1-117-1, sceleton 3","Excavations: Iderkhangai T., Erdenebaatar D. 2015 Publication: ?????????? et al. 2016",Mongolia,49.53469,103.2825,1240K capture,1,3.878048,788721,F,n/a (no relatives detected),58,0,n/a (female), 396 ,D4j,"[0.979,0.995]",0.108,n/a (female),n/a (female),"[0,0.003]",ds.UDG.half,S14000.Y1.E1.L1, 0.5028 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I6358,"AT_501, MONU_501","Pinhasi, Ron; Cheronet, Olivia; Sirak, Kendra;  Dashtseveg, Tumen",petrous (CBD),Direct: Union of dates calibrated by IntCal20; R_combine chi-squared-test failed at P<10E-12,7167,436,"5973-4461 calBCE [union of two dates: 5973-5745 calBCE (6965�35 BP, PSUAMS-7279); 4684-4461 BCE (5732�34 BP, OxA-36223)]","Minor warning - The genetic data are from cranial base drilling in 2016, the 14C date of 5974-5747 calBCE (6965�35 BP, PSUAMS-7279) is from a post-cranial element from a different box sampled in 2019, and the independent 14C date of 4686-4495 BCE (5732�34 BP, OxA-36223) is from another skeletal element associated with this individual (reported in Jeong et al. bioRxiv 2020). The date 14C dates are inconsistent by 1300 years, but both are Neolithic matching the archaeological context, and the genetic patterns put this individual into a group from the same archaeological context of whom are directly dated to a consistent period, and so we view the Mongolia_East_Neolithic assignment as reliable even while we cannot know which 14C date is correct so report the date of this sample as the union of dates.",Mongolia_East_N,Yes and plotted in Figure 3,"Dornod aimag, Bayantumen sum, Kherlen River South bank nearby Choibalsan town ","Excavations: Dorzh D., Okladnikov A.P., 1969(?)",Mongolia,48.29,115.1,1240K capture,1,3.149579,873502,F,n/a (no relatives detected),20,0,n/a (female), 262 ,F1b1+@152,"[0.987,0.994]",0.1,n/a (female),n/a (female),"[0,0]",ds.UDG.half,S6358.E1.L1, 0.3230 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I7021,"AT_50, MONU_50","Pinhasi, Ron; Cheronet, Olivia; Sirak, Kendra;  Dashtseveg, Tumen",petrous,Direct: IntCal20,7050,68,"5211-4995 calBCE (6145�35 BP, PSUAMS-3931)","Confident - The genetic data and direct 14C date are from the same exported petrous bone; the direct date and archaeological context (Mongolia East Neolithic) match up, and the genetic patterns place this individual into a group of directly dated individuals from the same archaeological context all of whom are directly dated to a consistent period.",Mongolia_East_N,Yes and plotted in Figure 3,"Dornod aimag, Bulgan sum, Norovlin Uul ????????? ??? burial","Excavations: Volkov V., Ser-Odzhav N., 1972 Publications: ??????, 1975, Tsybiktarov 2002, P. 111, Tumen et al. 2016",Mongolia,47.999722,113.933333,1240K capture,1,4.236922,872056,M,n/a (no relatives detected),8,0,C2a1a1-Z18161, 381 ,D4h4,"[0.995,0.999]",0.063,5723,"[0.004,0.008]","[0,0.011]",ds.UDG.half,S7021.E1.L1, 0.8525 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I6222,"AT_26, Grave #2, MONU_26, Grave #2","Pinhasi, Ron; Cheronet, Olivia; Sirak, Kendra;  Dashtseveg, Tumen",petrous (CBD),Direct: IntCal20,5009,101,"3320-2918 calBCE (4415�31 BP, OxA-36222)","Confident - The genetic analysis was done on a different individual from the sample used to produce the direct 14C date (published in Wilkins et al. Nature Ecology and Evolution 2020). However, the 14C date matches to the Afanasievo period, and this individual clusters genetically with previously reported individuals from the Afansievo culture from the Altai region of Russia, providing confidence int he cultural assignment.",Mongolia_Chalcolithic_Afanasievo_1_contam,"No (the upper bound of the match rate to the mtDNA consensus is <0.98 [0.815,0.861] although this is a petrous bone and mtDNA-to-nuclear sequence ratios tend to be low in petrous so this may not be as problematic as it seems so we retain data from this individual as a useful resource)","Bayankhongor aimag, Erdenetsogt sum, Shatar chuluu ????? ????? kurgan 2","Excavations: Volkov V. 1971 Publications: ?????? ?.?., 1980; ??????????? ?.?., 1989 P. 83-84",Mongolia,46.4,100.82,1240K capture,1,0.136,146406,M,n/a (no relatives detected),n/a (too few SNPs),n/a (too few SNPs),R1b1a1b-L773, 25 ,R,"[0.815,0.861]",0.042,22,n/a (<200 SNPs),"[0,0.086]",ds.UDG.half,S6222.E1.L1, 0.0095 ,"QUESTIONABLE (the upper bound of the match rate to the mtDNA consensus is <0.98 [0.815,0.861] raising the possibility of nuclear contamination, although this is a petrous bone and mtDNA-to-nuclear sequence ratios tend to be low in petrous so this may not be as problematic as it seems)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I6221,"AT_25, Grave #5, MONU_25, Grave #5","Pinhasi, Ron; Cheronet, Olivia; Sirak, Kendra;  Dashtseveg, Tumen",petrous (CBD),Direct: IntCal20,4996,95,"3316-2916 calBCE (4410�31 BP, OxA-36221)",Confident - This individual clusters genetically with previously reported individuals from the Afansievo culture from the Altai region of Russia and the direct date matches this as well.,Mongolia_Chalcolithic_Afanasievo_1,Yes and plotted in Figure 3,"Bayankhongor aimag, Erdenetsogt sum, Shatar chuluu ????? ????? kurgan 2","Excavations: Volkov V. 1971 Publications: ??????????? ?.?., 1989 P. 83-84",Mongolia,46.4,100.82,1240K capture,1,4.338,822131,M,n/a (no relatives detected),50,0,J1a2-CTS11731, 420 ,U5a1+@16192,"[0.989,0.997]",0.071,1002,"[0.000,0.010]","[0,0.006]",ds.UDG.half,S6221.E1.L1, 0.6980 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I13180,"AT_628, 887","Pinhasi, Ron; Cheronet, Olivia; Sirak, Kendra;  Tumen, Dashtseveg; Erdenebaatar, Diimaajav; Kovalev, Alexey",petrous,"Direct: IntCal20; we used a direct AMS date on the same petrous bone analyzed for DNA instead of a previous and marginally non-overlapping AMS date of 2866-2575 calBCE (4114�29 BP, OxA-36230) on a different skeletal element supposed to be from the same individual, or a non-AMS date of 2571-2150 calBCE (3900�70 BP, Le-7212) also on a different skeletal element supposed to be from the same individual",4862,42,"3012-2875 calBCE (4290�35 BP, PSUAMS-6944)","Confident - The genetic data and direct 14C from PSUAMS are from the same exported petrous bone; the direct date and archaeological context (Ulgii EBA culture) match up; and the genetic patterns place this individual into a cluster of 3 individuals from an Ulgii EBA archaeological context all of whom are directly dated to a consistent period. The direct date we obtain for the bone for which we have genetic data of 3013-2876 calBCE (4290�35 BP, PSUAMS-6944) and the 2866-2575 calBCE (4114�29 BP, OxA-36230) independently obtained on a different sample from the same individual by Wilkins et al. Nature Ecology and Evolution 2020 are close but non-overlapping, and we use in preference the PSUAMS date as we are sure it is from the same sample that produced DNA. Both dates are non-overlapping with three previous radiocarbon dates for our three individuals including this one assigned to the Ulgii EBA culture all of which are consistent with each other and all of which were obtained at the Le- laboratory (Institute of the History of Material Culture, Russian Academy of Sciences): I6361 at 2469-2041 calBCE (3825�70 BP, Le-7215), I13180 at 2571-2150 calBCE (3900�70 BP, Le-7212), and I12977 at 2468-1779 calBCE (3725�115 BP, Le-7220). Given that the Le- dates are several hundred years earlier than the AMS ones, we suspect that the non-AMS dates may have been affected by contamination  that was removed by pre-treatment in the procedure used to produce the newer dates and do not use them. ",Mongolia_EBA_Ulgii_1A,Yes and plotted in Figure 3,"Bayan-Ulgii aimag, Ulaankhus sum, Kumdii govi ?????? ????, barrow, burial 2 ","Excavations: Kovalev A., Erdenebaatar D. 2004 Publications: Kovalev A., Erdenebaatar D., 2009 P. 155-160, Kovalev A., 2011. P. 6-7; ??????? ?., ???????????? ?., 2014a. P. 205-215",Mongolia,49.3,88.83,1240K capture,1,3.764342,825879,F,n/a (no relatives detected),6,0,n/a (female), 471 ,A+152+16362,"[0.974,0.993]",0.13,n/a (female),n/a (female),"[0,0.002]",ds.UDG.half,S13180.Y1.E1.L1, 0.5528 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
